NUMACORDAO;ANOACORDAO;TIPOPROCESSO;ENTIDADE;ASSUNTO;SUMARIO;RELATORIO;VOTO;ACORDAO
2508;2025;REPRESENTAÇÃO (REPR);Instituto Federal de Educação, Ciência e Tecnologia do Tocantins.;REPRESENTAÇÃO. Representação referente à licitação com número 900142025, modalidade Pregão e Uasg 158131 (Objeto: aquisição de acervo bibliográfico para atender todas as unidades do IFTO.);NA;NA;NA;"<acordao_decisao_tcu colegiado=""Plenário"" numero=""2508"" ano=""2025"" >ACÓRDÃO Nº 2508/2025 - TCU - Plenário</acordao_decisao_tcu></b></p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha""/><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">Vistos, relatados e discutidos estes autos de denúncia, com pedido de medida cautelar, a respeito de possíveis irregularidades no Pregão Eletrônico (PE) 90014/2025, conduzido pelo Instituto Federal de Educação, Ciência e Tecnologia do Tocantins (IFTO), destinado à aquisição de acervo bibliográfico por Registro de Preços, regido pela Lei nº 14.133/2021.</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">Considerando que a denúncia deve ser conhecida, uma vez que atende aos requisitos de admissibilidade previstos nos arts. 234 e 235 do Regimento Interno do TCU, sendo a matéria de competência desta Corte e havendo indícios suficientes de irregularidade que justificam a atuação fiscalizatória;</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">considerando as alegações do denunciante de estimativa inadequada do quantitativo (9.661.000 itens) sem a devida fundamentação técnica, ferindo os princípios do planejamento e os arts. 6º, XXIII, 'a', 18, § 1º, IV, e 40, III, da Lei nº 14.133/2021;</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">considerando a suposta exigência ambígua e desproporcional de qualificação técnica (atestado de 20% do objeto), dada a coincidência entre o valor e o quantitativo (R$ 9.661.000,00 e 9.661.000 itens), o que potencialmente restringe a competição, em desobediência ao art. 67, II e § 2º, da Lei nº 14.133/2021;</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">considerando a apontada exigência de amostras sem critérios objetivos de avaliação (item 4.3 do Termo de Referência), violando o princípio do julgamento objetivo e da vinculação ao instrumento convocatório, previsto no art. 5º da Lei nº 14.133/2021;</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">considerando que a análise preliminar das irregularidades indica a presença da plausibilidade jurídica (<i>fumus boni iuris</i>) em parte das alegações e o perigo da demora (<i>periculum in mora</i>) está configurado, visto que o certame já está em fase de análise de propostas (sessão pública aberta em 25/9/2025); </p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">considerando que todas as irregularidades aqui suscitadas, bem como a análise dos pressupostos cautelares e os encaminhamentos pertinentes (oitiva e proposta de medida cautelar restritiva de adesões à ARP), já estão sendo tratados de forma centralizada no processo TC <processo_tcu numero=""1784920250"" >017.849/2025-0</processo_tcu>; </p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">considerando que, por haver relação de continência entre os processos e o tema já estar sendo tratado no feito principal, mostra-se desnecessário o deferimento de medida cautelar neste processo, devendo-se proceder ao seu apensamento,</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">os ministros do Tribunal de Contas da União, reunidos em sessão de Plenário, ACORDAM, por unanimidade, de acordo com os pareceres emitidos nos autos e com fundamento nos arts. 143, inciso V, alínea ""a"", e 234 e 235 do Regimento Interno/TCU, nos arts. 103, § 1º, e 105, da Resolução-TCU 259/2014, em:</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">a) alterar o tipo processual de representação para denúncia, em razão da qualificação do autor e da solicitação de sigilo da peça inicial;</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">b) conhecer da presente denúncia, por preencher os requisitos de admissibilidade;</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">c) considerar prejudicada a análise da medida cautelar pleiteada;</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">c) informar o conteúdo desta deliberação ao denunciante; e</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">d) apensar o presente processo ao TC <processo_tcu numero=""1784920250"" >017.849/2025-0</processo_tcu>, com fulcro no art. 36 da Resolução - TCU 259/2014, para tramitação e julgamento em conjunto.</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha""/><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha""/><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha""><b>1. Processo TC-<processo_tcu numero=""1782520253"" >017.825/2025-3</processo_tcu> (REPRESENTAÇÃO) </b></p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">	1.1. Órgão/Entidade: Instituto Federal de Educação, Ciência e Tecnologia do Tocantins.</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">	1.2. Relator: Ministro Jhonatan de Jesus.</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">	1.3. Representante do Ministério Público: não atuou.</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">	1.4. Unidade Técnica: Unidade de Auditoria Especializada em Contratações (AudContratações).</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">	1.5. Representação legal: não há.</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">	1.6. Determinações/Recomendações/Orientações: não há.</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha""/><p class=""footer""/>"
2505;2025;DENÚNCIA (DEN);Instituto Federal de Educação, Ciência e Tecnologia do Tocantins.;DENÚNCIA. Denúncia referente à licitação com número 900142025, modalidade Pregão e Uasg 158131 (Objeto: aquisição de acervo bibliográfico para atender todas as unidades do Instituto Federal de Educação, Ciência e Tecnologia do Tocantins.);NA;NA;NA;"<acordao_decisao_tcu colegiado=""Plenário"" numero=""2505"" ano=""2025"" >ACÓRDÃO Nº 2505/2025 - TCU - Plenário</acordao_decisao_tcu></b></p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha""/><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">Vistos, relatados e discutidos estes autos de denúncia, com pedido de medida cautelar, a respeito de possíveis irregularidades ocorridas no Pregão Eletrônico (PE) 90014/2025, conduzido pelo Instituto Federal de Educação, Ciência e Tecnologia do Tocantins (IFTO), cujo objeto é a aquisição de acervo bibliográfico e solução digital de apoio, sob a égide da Lei nº 14.133/2021.</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">Considerando que a denúncia preenche os requisitos de admissibilidade previstos nos arts. 234 e 235 do Regimento Interno do TCU e no art. 103, § 1º, da Resolução - TCU 259/2014, por se referir a responsável sujeito à jurisdição do Tribunal, conter qualificação e indícios suficientes de irregularidade, bem como envolver a aplicação direta de recursos federais;</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">considerando a alegação do denunciante de ausência de parcelamento do objeto da licitação, em contrariedade ao previsto no próprio edital (item 1.2) e à regra geral do parcelamento estabelecida no art. 40, V, ""b"" c/c § 3º, I, da Lei nº 14.133/2021 e na Súmula-TCU nº 247, o que pode configurar restrição indevida à competitividade;</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">considerando a alegação de estimativa inadequada do quantitativo a ser contratado, com o estabelecimento de um valor unitário fixo de R$ 1,00, resultando na estimativa de 9.661.000 itens para o valor total de R$ 9.661.000,00, contrariando o dever de planejamento e a correta definição do objeto, conforme os arts. 6º, XXIII, 'a', 18, § 1º, IV, e 40, III, da Lei nº 14.133/2021;</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">considerando que as possíveis irregularidades indicam a presença da plausibilidade jurídica (<i>fumus boni iuris</i>), pois, caso confirmadas, evidenciam potencial risco à competitividade do certame e à economicidade da contratação;</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">considerando que o pressuposto do perigo da demora (<i>periculum in mora</i>) está configurado, visto que o certame se encontra em fase de análise de propostas (sessão pública aberta em 25/9/2025), o que indica a iminência de homologação e de assinatura da Ata de Registro de Preços (ARP); </p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">considerando queque as matérias tratadas nesta Denúncia, inclusive a análise da plausibilidade jurídica e do perigo da demora, já estão sendo objeto de análise no processo conexo TC <processo_tcu numero=""1784920250"" >017.849/2025-0</processo_tcu>, no qual já houve proposta de encaminhamento para oitiva e adoção de medida cautelar com vistas a restringir adesões à futura ARP; </p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">considerando que, em virtude da tramitação conjunta e dos encaminhamentos já propostos no TC <processo_tcu numero=""1784920250"" >017.849/2025-0</processo_tcu>, o indeferimento do pedido cautelar neste processo é medida que se impõe, por não configurar risco à decisão de mérito nem ineficácia da tutela do Tribunal, afastando-se, ainda, o perigo da demora reverso relacionado à adesão de não participantes;</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">considerando que a relação de continência entre os presentes autos e o TC <processo_tcu numero=""1784920250"" >017.849/2025-0</processo_tcu>, sendo conveniente a tramitação conjunta, nos termos do art. 36 da Resolução - TCU 259/2014,</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">os ministros do Tribunal de Contas da União, reunidos em sessão de Plenário, ACORDAM, por unanimidade, de acordo com os pareceres emitidos nos autos e com fundamento nos arts. 143, inciso V, alínea ""a"", e 234 e 235 do Regimento Interno/TCU, nos arts. 103, § 1º, e 105, da Resolução-TCU 259/2014, em:</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">a) conhecer da presente denúncia, por preencher os requisitos de admissibilidade;</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">b) considerar prejudicada a análise da medida cautelar pleiteada;</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">c) informar o conteúdo desta deliberação ao denunciante;</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">d) apensar o presente processo ao TC <processo_tcu numero=""1784920250"" >017.849/2025-0</processo_tcu>, com fulcro no art. 36 da Resolução - TCU 259/2014, para fins de tramitação e julgamento em conjunto.</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha""/><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha""><b>1. Processo TC-<processo_tcu numero=""1779320254"" >017.793/2025-4</processo_tcu> (DENÚNCIA) </b></p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">	1.1. Responsável: Identidade preservada (art. 55, caput, da Lei n. 8.443/1992).</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">	1.2. Interessado: Identidade preservada (art. 55, caput, da Lei n. 8.443/1992).</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">	1.3. Órgão/Entidade: Instituto Federal de Educação, Ciência e Tecnologia do Tocantins.</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">	1.4. Relator: Ministro Jhonatan de Jesus.</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">	1.5. Representante do Ministério Público: não atuou.</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">	1.6. Unidade Técnica: Unidade de Auditoria Especializada em Contratações (AudContratações).</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">	1.7. Representação legal: não há.</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">	1.8. Determinações/Recomendações/Orientações: não há.</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha""/><p class=""footer""/>"
2504;2025;DENÚNCIA (DEN);Instituto Federal de Educação, Ciência e Tecnologia do Tocantins.;DENÚNCIA. Denúncia referente à licitação com número 900142025, modalidade Pregão e Uasg 158131 (Objeto: aquisição de acervo bibliográfico para atender todas as unidades do Instituto Federal de Tocantins.);NA;NA;NA;"<acordao_decisao_tcu colegiado=""Plenário"" numero=""2504"" ano=""2025"" >ACÓRDÃO Nº 2504/2025 - TCU - Plenário</acordao_decisao_tcu></b></p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha""/><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">Vistos, relatados e discutidos estes autos de denúncia, com pedido de medida cautelar, a respeito de possíveis irregularidades no Pregão Eletrônico (PE) 90014/2025, conduzido pelo Instituto Federal de Educação, Ciência e Tecnologia do Tocantins (IFTO), cujo objeto é a aquisição de acervo bibliográfico e solução digital de apoio.</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">considerando que a denúncia preenche os requisitos de admissibilidade previstos nos arts. 234 e 235 do Regimento Interno do TCU e no art. 103, § 1º, da Resolução - TCU 259/2014, por se referir a responsável sujeito à jurisdição do Tribunal, conter qualificação e indícios suficientes de irregularidade, bem como envolver a aplicação direta de recursos federais;</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">considerando a alegação do denunciante de grave superestimativa da demanda, ao prever a aquisição de 4.661.000 itens para aproximadamente 14.448 alunos (média de 322 livros/aluno), o que se mostra, em princípio, desproporcional e sem respaldo técnico no Estudo Técnico Preliminar (ETP), ferindo os arts. 6º, XXIII, 'a', 18, § 1º, IV, e 40, III, da Lei 14.133/2021;</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">considerando que a alegação de estimativa inadequada do quantitativo configura o pressuposto da plausibilidade jurídica (<i>fumus boni iuris</i>), indicando potencial risco de dano ao erário decorrente de futura contratação de vulto desnecessário;</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">considerando o pressuposto do perigo da demora (<i>periculum in mora</i>) em razão do certame se encontrar em fase de análise de propostas (sessão pública aberta em 25/9/2025), o que demonstra a iminência da assinatura da Ata de Registro de Preços (ARP);</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">considerando que as possíveis irregularidades e a necessidade de adoção de medida cautelar já estão sendo tratadas de forma conexa no âmbito do processo TC <processo_tcu numero=""1784920250"" >017.849/2025-0</processo_tcu>, que já propôs a oitiva do IFTO e oitiva com vistas à adoção de medida cautelar para proibir adesões à futura ARP; </p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">considerando que, diante da tramitação e dos encaminhamentos já adotados no processo conexo (TC <processo_tcu numero=""1784920250"" >017.849/2025-0</processo_tcu>), o indeferimento da medida cautelar neste processo não causará prejuízo à atuação fiscalizatória do Tribunal, afastando-se o perigo da demora reverso no caso concreto; </p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">considerando, por fim, que existe uma relação de continência entre os presentes autos e o TC <processo_tcu numero=""1784920250"" >017.849/2025-0</processo_tcu>, sendo conveniente a tramitação conjunta, nos termos do art. 36 da Resolução - TCU 259/2014,</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">os ministros do Tribunal de Contas da União, reunidos em sessão de Plenário, ACORDAM, por unanimidade, de acordo com os pareceres emitidos nos autos e com fundamento nos arts. 143, inciso V, alínea ""a"", e 234 e 235 do Regimento Interno/TCU, nos arts. 103, § 1º, e 105, da Resolução-TCU 259/2014, em:</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">a) conhecer da presente denúncia, por preencher os requisitos de admissibilidade;</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">b) considerar prejudicada a análise da medida cautelar pleiteada;</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">c) informar o conteúdo desta deliberação ao denunciante;</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">d) apensar o presente processo ao TC <processo_tcu numero=""1784920250"" >017.849/2025-0</processo_tcu>, com fulcro no art. 36 da Resolução - TCU 259/2014, por conveniência e conexão das matérias.</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha""/><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha""/><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha""><b>1. Processo TC-<processo_tcu numero=""1771920259"" >017.719/2025-9</processo_tcu> (DENÚNCIA) </b></p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">	1.1. Responsável: Identidade preservada (art. 55, caput, da Lei n. 8.443/1992).</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">	1.2. Interessado: Identidade preservada (art. 55, caput, da Lei n. 8.443/1992).</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">	1.3. Órgão/Entidade: Instituto Federal de Educação, Ciência e Tecnologia do Tocantins.</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">	1.4. Relator: Ministro Jhonatan de Jesus.</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">	1.5. Representante do Ministério Público: não atuou.</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">	1.6. Unidade Técnica: Unidade de Auditoria Especializada em Contratações (AudContratações).</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">	1.7. Representação legal: não há.</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">	1.8. Determinações/Recomendações/Orientações: não há.</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha""/><p class=""footer""/>"
6303;2025;REPRESENTAÇÃO (REPR);Fundação Escola Nacional de Administração Pública.;REPRESENTAÇÃO. Representação para apuração de possíveis desvios de finalidade, violação à legalidade administrativa e ofensa ao princípio da impessoalidade por parte da Escola Nacional de Administração Pública (ENAP), em razão da utilização de conteúdos ideológicos e doutrinários em cursos de formação técnica para servidores públicos, notadamente no MBA em Ciência de Dados e Inteligência Artificial Aplicada promovido pela instituição);NA;NA;NA;"<acordao_decisao_tcu colegiado=""Segunda Câmara"" numero=""6303"" ano=""2025"" >ACÓRDÃO Nº 6303/2025 - TCU - 2ª Câmara</acordao_decisao_tcu></b></p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha""/><p>Trata-se de representação acerca de possíveis desvios de finalidade, violação à legalidade administrativa e ofensa ao princípio da impessoalidade por parte da Escola Nacional de Administração Pública (ENAP), em razão de alegada utilização de conteúdos ideológicos e doutrinários em cursos de formação técnica para servidores públicos, notadamente no MBA em Ciência de Dados e Inteligência Artificial Aplicada promovido pela instituição (peça 1, p. 1-6).</p><p>Considerando que os representantes alegam que diversos documentos oficiais e materiais de leitura obrigatória disponibilizados no referido MBA revelariam que a ENAP teria promovido cursos com conteúdo marcadamente ideológico, com abordagens de orientação política e doutrinária, supostamente incompatíveis com a missão institucional da Escola como órgão de Estado voltado à formação técnica e imparcial de servidores públicos;</p><p>Considerando que a representação não preenche os requisitos de admissibilidade do art. 235 do Regimento Interno do TCU, haja vista a matéria não ser de competência do Tribunal, pois este Tribunal não exerce função de censura sobre o conteúdo de cursos ou materiais didáticos ofertados por órgãos públicos, tampouco atua como instância de controle de mérito pedagógico ou científico, sendo sua competência institucional restrita à fiscalização da execução orçamentária e financeira, bem como à verificação da legalidade, legitimidade e economicidade dos atos e despesas realizados pelos entes da administração pública federal, conforme previsto no art. 70 da CF;</p><p>Considerando que os pedidos de fiscalização provenientes do Congresso Nacional devem observar os procedimentos estabelecidos na Resolução-TCU 215/2008, cujo art. 4º delimita o rol de legitimados para tais iniciativas, restringindo-o aos presidentes do Congresso Nacional, do Senado Federal, da Câmara dos Deputados e das comissões técnicas ou de inquérito, desde que aprovadas pelas respectivas comissões;</p><p>Considerando que solicitações de fiscalização formuladas por pessoas sem legitimidade não podem ser conhecidas (§ 1º do art. 4º da Resolução-TCU 215/2008), salvo se a unidade técnica identificar indícios de irregularidade, hipótese em que poderá propor a conversão do expediente em representação, nos termos regimentais (§ 2º do art. 4º);</p><p>Os Ministros do Tribunal de Contas da União, reunidos em Sessão da Segunda Câmara, ACORDAM, por unanimidade, em não conhecer a presente documentação como representação, por não preencher os requisitos de admissibilidade dos arts. 235 e 237, I, do Regimento Interno do TCU e do art.103, § 1º, da Resolução-TCU 259/2014, e encerrar o presente processo, com fulcro no art. 169, inc. III, do RITCU, após o envio de cópia desta deliberação aos representantes, conforme os pareceres emitidos nos autos (peças 5-6).</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha""/><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha""><b>1. Processo TC-<processo_tcu numero=""984620255"" >009.846/2025-5</processo_tcu> (REPRESENTAÇÃO) </b></p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">	1.1. Representantes: Caroline de Toni - Deputada Federal (PL/SC), Carlos Jordy - Deputado Federal (PL/RJ), André Fernandes de Moura - Deputado Federal (PL/CE), Luiz Philippe de Orleans Bragança - Deputado Federal (PL/SP), Gilson Marques Vieira - Deputado Federal (NOVO/SC), Mauricio Bedin Marcon - Deputado Federal (PODE/RS).</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">	1.2. Unidade Jurisdicionada: Fundação Escola Nacional de Administração Pública.</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">	1.3. Relator: Ministro Augusto Nardes.</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">	1.4. Representante do Ministério Público: não atuou.</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">	1.5. Unidade Técnica: Unidade de Auditoria Especializada em Gestão do Estado e Inovação (AudGestãoInovação).</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">	1.6. Representação legal: não há.</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">	1.7. Determinações/Recomendações/Orientações: não há.</p><p class=""footer""/>"
5922;2025;REPRESENTAÇÃO (REPR);Fundo Nacional de Desenvolvimento da Educação (FNDE);Pedido de reexame interposto por Imeph Inst Meta de Educ Pesquisa e Formacao de Recursos Humanos Ltda contra decisão de ...;NA;NA;NA;"<acordao_decisao_tcu colegiado=""Segunda Câmara"" numero=""5922"" ano=""2025"" >ACÓRDÃO Nº 5922/2025 - TCU - 2ª Câmara</acordao_decisao_tcu></b></p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha""/><p class=""paragraph"">VISTOS e relacionados estes autos de representação, em que se aprecia, neste momento, pedido de reexame interposto pelo Instituto Meta de Educação, Pesquisa e Formação de Recursos Humanos Ltda. (IMEPH) contra o <acordao_decisao_tcu colegiado=""Segunda Câmara"" numero=""4071"" ano=""2025"" >Acórdão 4.071/2025 - 2ª Câmara</acordao_decisao_tcu>, que julgou improcedente o presente processo;</p><p class=""paragraph"">considerando que, na peça inicial, a representante se insurgiu contra decisão do Fundo Nacional de Desenvolvimento da Educação (FNDE) de inabilitar sua proposta para a Convocação 2/2023, do Programa Nacional do Livro Didático (PNLD) EJA 2026-2029, direcionada para os interessados em participar do processo de aquisição de obras didáticas para a rede pública, arguindo subjetividade nos critérios de avaliação técnica e inconsistências e falta de transparência no processo de seleção, além de suposta restrição indevida à competição;</p><p class=""paragraph"">considerando que o acórdão recorrido destacou que o material apresentado pela representante foi analisado de forma fundamentada pela comissão de avaliação, tendo sido apontados as falhas e os motivos das reprovações, tanto em fase inicial quanto em fase recursal, conforme pareceres constantes das peças 33-38, não competindo ao Tribunal servir de instância revisora para o reexame da matéria;</p><p class=""paragraph"">considerando que documentação complementar, encaminhada posteriormente pela representante, traz elementos adicionais que podem servir de subsídio para que a Unidade de Auditoria Especializada em Educação, Cultura, Esporte e Direitos Humanos (AudEducação) investigue os procedimentos adotados pelo Fundo Nacional de Desenvolvimento da Educação na seleção de livros didáticos, em particular quanto à subjetividade da análise realizada, avaliando a conveniência e oportunidade de realizar ação de controle futura com o objetivo de aprimorar a governança dessa seleção;</p><p class=""paragraph"">considerando a jurisprudência do TCU no sentido de que o reconhecimento do representante como parte é situação excepcional e depende, além do pedido de ingresso nos autos como interessado, da demonstração de legítima e comprovada razão para intervir no processo (<acordao_decisao_tcu colegiado=""Segunda Câmara"" numero=""6348"" ano=""2017"" >Acórdão 6.348/2017-2ª Câmara</acordao_decisao_tcu> e Acórdãos 1.251/2017, 1.667/2017, 1.955/2017, 455/2019 e 1.769/2022 do Plenário);</p><p class=""paragraph"">considerando, adicionalmente, que esse reconhecimento fica, em regra, condicionado à possibilidade concreta de lesão a direito subjetivo em decorrência de eventual deliberação que venha a ser adotada pelo Tribunal;</p><p class=""paragraph"">considerando que, essas questões foram objeto de exame pelo acórdão anterior, que, expressamente, não admitiu a representante como parte interessada neste processo;</p><p class=""paragraph"">considerando, por fim, que a Unidade de Auditoria Especializada em Recursos (AudRecursos) propôs não conhecer do pedido de reexame interposto, uma vez que o Instituto Meta de Educação, Pesquisa e Formação de Recursos Humanos Ltda. não possui legitimidade para tanto, tendo em vista não ter demonstrado razão legítima para intervir nos autos, nem a possibilidade concreta de lesão a direito subjetivo próprio;</p><p class=""paragraph"">ACORDAM os ministros do Tribunal de Contas da União, reunidos em sessão da 2ª Câmara, com fundamento no art. 48 da Lei 8.443/1992 e nos arts. 146 e 282 do Regimento Interno/TCU, em:</p><p class=""paragraph"">a) não conhecer do pedido de reexame interposto pelo Instituto Meta de Educação, Pesquisa e Formação de Recursos Humanos Ltda., por ausência de legitimidade;</p><p class=""paragraph"">b) orientar a Unidade de Auditoria Especializada em Educação, Cultura, Esporte e Direitos Humanos (AudEducação) que examine os elementos inseridos neste processo com o objetivo de avaliar a conveniência e oportunidade de realizar ação de controle futura na governança da seleção de livros didáticos, em particular quanto à esfera de subjetividade da análise feita pelos órgãos públicos;</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">c) comunicar a presente deliberação ao recorrente e aos demais interessados.</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha""/><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha""><b>1. Processo TC-<processo_tcu numero=""559420251"" >005.594/2025-1</processo_tcu> (REPRESENTAÇÃO) </b></p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">	1.1. Recorrente: IMEPH - Instituto Meta de Educação, Pesquisa e Formação de Recursos Humanos Ltda. (04.528.440/0001-77) </p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">	1.2. Unidade: Fundo Nacional de Desenvolvimento da Educação (FNDE) </p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">	1.3. Relator: Ministro Jorge Oliveira</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">	1.4. Representante do Ministério Público: não atuou</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">	1.5. Relator da deliberação recorrida: Ministro Antonio Anastasia</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">	1.6. Unidade Técnica: Unidade de Auditoria Especializada em Recursos (AudRecursos) </p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">	1.7. Representação legal: Ana Paula Pereira da Luz Mendes (57349/OAB-DF), Jaques Fernando Reolon (22885/OAB-DF) e outros </p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">	1.8. Determinações/Recomendações/Orientações: não há</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha""/><p class=""footer""/>"
