NUMACORDAO;ANOACORDAO;TIPOPROCESSO;ENTIDADE;ASSUNTO;SUMARIO;RELATORIO;VOTO;ACORDAO
4399;2022;TOMADA DE CONTAS ESPECIAL (TCE);Prefeitura Municipal de Rondon do Pará - PA.;NA;NA;NA;NA;"<acordao_decisao_tcu colegiado=""Segunda Câmara"" numero=""4399"" ano=""2022"" >ACÓRDÃO Nº 4399/2022 - TCU - 2ª Câmara</acordao_decisao_tcu></b></p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">	VISTO e relacionado este processo de tomada de contas especial instaurada pelo Ministério da Cultura, em desfavor de Matildo Dias da Silva (CPF: XXX.148.917-XX), ex-prefeito do Município de Rondon do Pará (PA) (gestão: 1997-2000), em razão da não apresentação de documento complementar, decorrente de itens executados em desconformidade com o plano de trabalho aprovado, aludido ao Convênio 110/98 - SPC, firmado entre a União, por intermédio do Ministério da Cultura e a Prefeitura Municipal de Rondon do Pará (PA), que teve por objeto a aquisição de acervo bibliográfico, equipamento e mobiliário visando à implantação de uma biblioteca pública na sede do município;</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">	Considerando os pareceres uniformes da Secretaria de Controle Externo de Tomada de Contas Especial (SecexTCE) às peças 66 e 67, anuídos pelo parecer exarado pelo Ministério Público junto ao TCU à peça 68 (Procurador Júlio Marcelo de Oliveira), dos quais se extrai a conclusão de que ""Matildo Dias da Silva (283.148.917- 20) veio a óbito no dia 4/1/2017, portanto, em momento anterior à sua citação nos presentes autos, a qual foi autorizada no dia 20/7/2017"" e realizada de modo ficto em xx (peça 26);</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">	Considerando que, no presente caso, resta inviabilizado o exercício do contraditório e da ampla defesa do espólio, pois o débito apurado na TCE remonta ao exercício de 1998, sendo configurada, portanto, a ausência de pressuposto de desenvolvimento válido e regular do processo de TCE, o que enseja seu arquivamento sem julgamento do mérito; e</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">	Considerando que, nos termos do inciso II do art. 6º da IN/TCU 71/2012, fica dispensada a instauração da TCE quando houver transcorrido prazo superior a dez anos entre a data provável de ocorrência do dano e a primeira notificação dos responsáveis pela autoridade administrativa competente; </p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">	ACORDAM os Ministros do Tribunal de Contas da União, com fulcro no art. 143, inciso V, alínea ""a"", do Regimento Interno do TCU, em:</p><p>a) <b>	arquivar</b> a presente tomada de contas especial, com base nos arts. 6º, inciso II, e 19 da IN/TCU 71/2012, c/c os art. 169, inciso VI, e 212 do Regimento Interno/TCU; e</p><p>b) <b>informar</b> aos responsáveis e ao Conselho Federal de Enfermagem a prolação do presente Acórdão, destacando que seu teor está disponível para consulta no endereço www.tcu.gov.br/acordaos.</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha""/><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha""><b>1. Processo TC-<processo_tcu numero=""2064920169"" >020.649/2016-9</processo_tcu> (TOMADA DE CONTAS ESPECIAL) </b></p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">	1.1. Apensos: <processo_tcu numero=""3774520204"" >037.745/2020-4</processo_tcu> (COBRANÇA EXECUTIVA) </p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">	1.2. Responsável: Matildo Dias da Silva (XXX.148.917-XX).</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">	1.3. Órgão/Entidade: Prefeitura Municipal de Rondon do Pará - PA.</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">	1.4. Relator: Ministro Antonio Anastasia.</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">	1.5. Representante do Ministério Público: Procurador Júlio Marcelo de Oliveira.</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">	1.6. Unidade Técnica: Secretaria de Controle Externo de Tomada de Contas Especial (SecexTCE).</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">	1.7. Representação legal: não há.</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">	1.8. Determinações/Recomendações/Orientações: não há.</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha""/><p class=""footer""/>"
1606;2022;REPRESENTAÇÃO (REPR);Instituto Federal de Educação, Ciência e Tecnologia de São Paulo.;NA;NA;NA;NA;"<acordao_decisao_tcu colegiado=""Plenário"" numero=""1606"" ano=""2022"" >ACÓRDÃO Nº 1606/2022 - TCU - Plenário</acordao_decisao_tcu></b></p><p>	VISTOS e relacionados estes autos de representação a respeito de possíveis irregularidades ocorridas no Pregão Eletrônico (PE) - SRP 34/2021 e na decorrente Ata de Registro de Preços, sob a responsabilidade do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo (IFSP), com valor estimado de R$ 3.750.000,00, cujo objeto é registrar preços para eventual aquisição de material permanente de acervo bibliográfico, constituído de livros, mapas, materiais audiovisuais, publicações oficiais brasileiras, normas técnicas, obras gerais e de referência e outros suportes a fim de atender as necessidades do IFSP e demais órgãos participantes.</p><p>	Considerando que se trata de certame homologado em 10/12/2021 (peça 25), que a correspondente ata de registro de preços foi firmada com a empresa Poranduba Consultoria Educacional Eireli (CNPJ 03.378.380/0001-90), com vigência até 10/12/2022, sendo que, segundo pesquisa realizada pela unidade técnica em 21/6/2022, nenhum contrato teria sido firmado pelo órgão gerenciador/participantes (peça 26);</p><p>	Considerando que a Associação de Proteção e Assistência Jurídica aos Cidadãos e Consumidores do Brasil (Aspac) alega, na peça exordial, em suma, a habilitação da vencedora com atestados de capacidade técnica ""duvidosos"", uma vez que teriam sido emitidos por empresas que se encontrariam envolvidas em denúncias e operações policiais, bem como a ausência de fiscalização do órgão gerenciador, tendo em vista adesões à ata de registro de preços acima do limite máximo permitido no Decreto 7.892/2013;</p><p>	Considerando que a unidade técnica propõe conhecer da documentação como Representação, para no mérito considerá-la improcedente, dada a absoluta ausência de plausibilidade jurídica das alegações (peças 30-32);</p><p>	Considerando a conclusão instrutória de que a alegada inidoneidade de atestados utilizados pela empresa Poranduba para fins de habilitação no âmbito do PE 34/2021 não está fundamentada em nenhuma prova robusta de falsidade das declarações contidas nos mencionados atestados, constituindo-se mera suspeita, e que não houve, segundo pesquisa realizada ao Siasg/Comprasnet (peça 28), extrapolação aos limites estabelecidos para a adesão;</p><p>	Considerando que, não tendo sido noticiadas irregularidades, não foi preenchido um dos requisitos para se verificar se a representação pode ser conhecida, qual seja a suficiência dos indícios de irregularidade (Resolução-TCU 259/2014, art. 103, § 1º);</p><p>	Considerando, nesse sentido, que a representação em epígrafe traz questionamentos acerca das circunstâncias sob as quais os atestados teriam sido expedidos ou do volume de adesões à ARP, sendo que tais alegações não estão dotadas de suficiência, atributo que as tornariam aptas a, com objetividade, sustentar as ilações que delas se irradiam;</p><p>	Considerando, dessa sorte, restar prejudicado o pedido de concessão de medida cautelar formulado pelo representante;</p><p>	ACORDAM os Ministros do Tribunal de Contas da União, reunidos em Sessão de Plenário, por unanimidade, em: </p><p>a) não conhecer da presente Representação, com fundamento no art. 43, inciso I, da Lei 8.443/1992, c/c o parágrafo único do art. 235 c/c o parágrafo único do art. 237 do Regimento Interno do TCU e o § 1º do art. 103 da Resolução-TCU 259/2014; </p><p>b) informar ao Instituto Federal de Educação, Ciência e Tecnologia de São Paulo e à Associação este acórdão, encaminhando-se o teor da instrução de peça 30; e </p><p>c) arquivar os presentes autos, nos termos do art. 250, I, c/c art. 169, III, do Regimento Interno/TCU.</p><p><b>1. Processo TC-<processo_tcu numero=""1126520221"" >011.265/2022-1</processo_tcu> (REPRESENTAÇÃO) </b></p><p>	1.1. Órgão/Entidade: Instituto Federal de Educação, Ciência e Tecnologia de São Paulo.</p><p>	1.2. Relator: Ministro-Substituto Augusto Sherman Cavalcanti.</p><p>	1.3. Representante do Ministério Público: não atuou.</p><p>	1.4. Unidade Técnica: Secretaria de Controle Externo de Aquisições Logísticas (Selog).</p><p>	1.5. Representação legal: Jose André de Souza Barreto (6907/OAB-AL), representando Associação de Proteção e Assistência Jurídica aos Cidadãos e Consumidores do Brasil. </p><p>	</p><p class=""footer""/>"
967;2022;REPRESENTAÇÃO (REPR);Governo do Estado da Bahia.;NA;NA;NA;NA;"<acordao_decisao_tcu colegiado=""Primeira Câmara"" numero=""967"" ano=""2022"" >ACÓRDÃO Nº 967/2022 - TCU - 1ª Câmara</acordao_decisao_tcu></b></p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha""/><p>VISTOS e relacionados estes autos de representação formulada pelo Tribunal de Contas do Estado da Bahia (TCE/BA) dando conta de possíveis irregularidades na execução do Contrato 148/2008, celebrado entre o Gabinete do Secretário da Secretaria de Educação do Estado da Bahia e a RPC Livraria e Papelaria Ltda. para fornecimento de materiais didáticos-pedagógicos, financiado com recursos repassados pelo FNDE no âmbito do Programa Brasil Alfabetizado (PBA).</p><p>Considerando que a representação preenche os requisitos de admissibilidade previstos nos arts. 235 e 237, inciso IV, do Regimento Interno do TCU e no art. 103, § 1º, da Resolução/TCU 259/2014;</p><p>Considerando que, no âmbito do Processo TCE/000392/2009, do Tribunal de Contas do Estado da Bahia (TCE/BA), que tratou da Prestação de Contas Consolidadas da Secretaria da Educação do Estado da Bahia (SEC/BA), exercício 2008, foi constatado dano ao erário no valor de R$ 1.356.426,64, decorrente de pagamentos por materiais escolares não entregues na execução do Contrato 148/2008, celebrado entre aquela Secretaria a empresa RPC Livraria e Papelaria Ltda.;</p><p>Considerando que, no mencionado processo do TCE/BA, o dano está devidamente quantificado, tendo sido também estabelecida a responsabilização pelas irregularidades apuradas e a conduta dos responsáveis;</p><p>Considerando, portanto, que os autos contêm os elementos necessários à sua conversão em tomada de contas especial;</p><p>Considerando que as demais irregularidades apuradas no âmbito do TCE/BA, por não ensejarem dano ao erário, foram alcançadas pela prescrição da pretensão punitiva, nos termos do <acordao_decisao_tcu colegiado=""Plenário"" numero=""1441"" ano=""2016"" >Acórdão 1.441/2016-TCU-Plenário</acordao_decisao_tcu>;</p><p>Considerando a instrução da SecexEducação à peça 15,</p><p>Os Ministros do Tribunal de Contas da União, reunidos em Sessão da 1ª Câmara, ACORDAM, por unanimidade, em:</p><p>	a) conhecer da presente representação, por satisfazer os requisitos de admissibilidade previstos nos arts. 235 e 237, inciso IV, do Regimento Interno do TCU e no art. 103, § 1º, da Resolução/TCU 259/2014;</p><p>	b) converter, com fundamento no art. 47 da Lei 8.443/1992, c/c o art. 252 do Regimento Interno do TCU, os presentes autos em tomada de contas especial; </p><p>	c)  apensar definitivamente o presente processo à tomada de contas especial a ser autuada, nos termos dos art. 41 da Resolução-TCU 259/2014.</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha""/><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha""><b>1. Processo TC-<processo_tcu numero=""4433520202"" >044.335/2020-2</processo_tcu> (REPRESENTAÇÃO) </b></p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">	1.1. Órgão/Entidade: Governo do Estado da Bahia.</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">	1.2. Relator: Ministro-Substituto Augusto Sherman Cavalcanti.</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">	1.3. Representante do Ministério Público: não atuou.</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">	1.4. Unidade Técnica: Secretaria de Controle Externo da Educação, da Cultura e do Desporto (SecexEducação).</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">	1.5. Representação legal: não há.</p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">	1.6. Determinações/Recomendações/Orientações: </p><p class=""tCU_-__Ac_-_item_9_-_1ª_Linha"">	1.6.1. determinar a realização, no âmbito da TCE, da citação solidária dos responsáveis, na forma proposta na instrução da SecexEducação à peça 15.</p><p class=""footer""/>"
